twitter	name_first	name_middle	name_last	state	position	party	inactive 
JudsonSapp	Judson		Sapp	Fla.	House Candidate	Republican	inactive 
Biggert2012	Judy		Biggert	Ill.	House Representative	Republican	inactive 
JudyBiggert	Judy		Biggert	Ill.	House Representative	Republican	inactive 
JudyChuCampaign	Judy		Chu	Calif.	House Representative	Democrat	
JudyHerschel	Judy		Herschel	Pa.	House Candidate	Democrat	inactive 
RepJudyChu	Judy		Chu	Calif.	House Representative	Democrat	
Stahl4Congress	Judy		Stahl	Ariz.	House Candidate	Democrat	
jbletlow	Julia		Letlow	La.	House Candidate	Republican	
JuliaBrownley	Julia		Brownley	Calif.	House Candidate	Democrat	
peacock4ca42	Julia		Peacock	Calif.	House Candidate	Democrat	inactive 
RepBrownley	Julia		Brownley	Calif.	House Representative	Democrat	
RepJuliaLetlow	Julia		Letlow	La.	House Representative	Republican	
acciard2022	Julian		Acciard	N.H.	House Candidate	Republican	
JulianCastro	Julian		Castro	Texas	Presidential Candidate	Democrat	inactive 
Benzel4Congress	Julianne		Benzel	Calif.	House Candidate	Republican	inactive 
JulianneOrtman	Julianne		Ortman	Minn.	Senate Candidate	Republican	inactive 
Hall4CongressMA	Julie		Hall	Mass.	House Candidate	Republican	inactive 
JulieForTX25	Julie		Oliver	Texas	House Candidate	Democrat	inactive 
JulieOliverTX	Julie		Oliver	Texas	House Candidate	Democrat	inactive 
JModicaVAs10th	Julien		Modica	Va.	House Candidate	Democrat	inactive 
JumaaneWilliams	Jumaane		Williams	N.Y.	State Candidate	Democrat	inactive 
JunaidForUs	Junaid		Ahmed	Ill.	House Candidate	Democrat	
18thIL	Junius		Rodriguez	Ill.	House Candidate	Democrat	inactive 
amash2014	Justin		Amash	Mich.	House Representative	Republican	inactive 
amasharchive	Justin		Amash	Mich.	House Representative	Republican	inactive 
amashforamerica	Justin		Amash	Mich.	Presidential Candidate	Other	inactive 
amashoffice	Justin		Amash	Mich.	House Representative	Republican	inactive 
Dewitt4Congress	Justin		DeWitt	La.	House Candidate	Democrat	inactive 
FairfaxJustin	Justin		Fairfax	Va.	State Official	Democrat	
gsforcongress	Justin		Gandino-Saadein	Va.	House Candidate	Independent	inactive 
JoinJustin19	Justin		Aguilera	Calif.	House Candidate	Republican	inactive 
justin4all2	Justin		Paglino	Conn.	House Candidate	Other	
justinamash	Justin		Amash	Mich.	House Representative	Republican	inactive 
JustinBonner95	Justin		Bonner	Wis.	House Candidate	Democrat	inactive 
JustinBurau	Justin		Burau	Ill.	House Candidate	Republican	
JustinDavisonSC	Justin		Davison	S.C.	House Candidate	Republican	
JustinFareed	Justin		Fareed	Calif.	House Candidate	Republican	inactive 
JustinSimmonsPA	Justin		Simmons	Pa.	House Candidate	Republican	inactive 
Justintx_20	Justin		Lecea	Texas	House Candidate	Democrat	inactive 
Kanew	Justin		Kanew	Tenn.	House Candidate	Democrat	inactive 
LGJustinFairfax	Justin		Fairfax	Va.	State Official	Democrat	
Wadsack4Arizona	Justine		Wadsack	Ariz.	House Candidate	Republican	inactive 
KaelWeston	Kael		Weston	Utah	House Candidate	Democrat	inactive 
kaikahele	Kai		Kahele	Hawaii	House Candidate	Democrat	inactive 
RepKahele	Kai		Kahele	Hawaii	House Representative	Democrat	
KaliforKansas	Kali		Barnett	Kan.	House Candidate	Democrat	inactive 
KamalaHarris	Kamala		Harris	Calif.	Presidential Candidate	Democrat	
VP	Kamala		Harris	Calif.	Senator	Democrat	inactive 
VP	Kamala		Harris	D.C.	Vice President	Democrat	
KandissTaylor	Kandiss		Taylor	Ga.	Senate Candidate	Republican	inactive 
karaforcongress	Kara		Eastman	Neb.	House Candidate	Democrat	inactive 
BreslinSenate	Karen		Breslin	Colo.	Senate Candidate	Democrat	
HandelTeam	Karen		Handel	Ga.	House Representative	Republican	inactive 
karen_bedonie	Karen	E	Bedonie	N.M.	House Candidate	Republican	inactive 
Karen4Congress	Karen		Harrington	Fla.	House Candidate	Republican	inactive 
KarenBassTweets	Karen		Bass	Calif.	House Candidate	Democrat	
karenhandel	Karen		Handel	Ga.	House Candidate	Republican	inactive 
mallardforva	Karen		Mallard	Va.	House Candidate	Democrat	inactive 
McCormickForCO	Karen		McCormick	Colo.	House Candidate	Democrat	inactive 
RepKarenBass	Karen		Bass	Calif.	House Representative	Democrat	
RepKHandel	Karen		Handel	Ga.	House Representative	Republican	inactive 
Spilka4Congress	Karen		Spilka	Mass.	House Candidate	Democrat	inactive 
KariLake	Kari		Lake	Ariz.	Gubernatorial Candidate	Republican	
KarinHousley	Karin		Housley	Minn.	Senate Candidate	Republican	inactive 
HanlonforCO	Karl		Hanlon	Colo.	House Candidate	Democrat	inactive 
KarlGentles	Karl		Gentles	Ariz.	House Candidate	Democrat	inactive 
Kat_Cammack	Kat		Cammack	Fla.	House Candidate	Republican	
RepKatCammack	Kat		Cammack	Fla.	House Representative	Republican	
KatchoAchadjian	Katcho		Achadjian	Calif.	House Candidate	Republican	inactive 
KateBrownForOR	Kate		Brown	Ore.	Governor	Democrat	
KateForCongress	Kate		Schroder	Ohio	House Candidate	Democrat	inactive 
katejbolz	Kate		Bolz	Neb.	House Candidate	Democrat	inactive 
OregonGovBrown	Kate		Brown	Ore.	Governor	Democrat	
leecommakatelyn	Katelyn		Lee	Miss.	House Candidate	Democrat	inactive 
WallforTX	Kathaleen		Wall	Texas	House Candidate	Republican	inactive 
katherinebtate	Katherine	B.	Tate	Miss.	House Candidate	Republican	inactive 
katherineclark	Katherine		Clark	Mass.	House Representative	Democrat	
RepKClark	Katherine		Clark	Mass.	House Representative	Democrat	
KathiTXActivist	Kathi		Thomas	Texas	House Candidate	Democrat	inactive 
KathleenAllenGA	Kathleen		Allen	Ga.	House Candidate	Democrat	inactive 
KathleenforUtah	Kathleen		Anderson	Utah	House Candidate	Republican	inactive 
KathleenMPeters	Kathleen	M.	Peters	Fla.	House Candidate	Republican	inactive 
KathleenRice	Kathleen		Rice	N.Y.	House Candidate	Democrat	
KWeppner	Kathleen		Weppner	N.Y.	House Candidate	Republican	inactive 
RepKathleenRice	Kathleen		Rice	N.Y.	House Representative	Democrat	
WilliamsForMT	Kathleen		Williams	Mont.	House Candidate	Democrat	inactive 
WinnForCongress	Kathleen		Winn	Ariz.	House Candidate	Republican	
Nance2016	Kathryn		Nance	Calif.	House Candidate	Republican	inactive 
ellis4congress	Kathy		Ellis	Mo.	House Candidate	Democrat	inactive 
ellis4missouri	Kathy		Ellis	Mo.	House Candidate	Democrat	inactive 
Kathy4Truth	Kathy		Barnette	Pa.	Senate Candidate	Republican	inactive 
KathyBoockvar	Kathy		Boockvar	Pa.	House Candidate	Democrat	inactive 
KathyCastorFL	Kathy		Castor	Fla.	House Candidate	Democrat	
KathyHochul	Kathy		Hochul	N.Y.	House Representative	Democrat	inactive 
KathyManningNC	Kathy		Manning	N.C.	House Candidate	Democrat	inactive 
RepKathyHochul	Kathy		Hochul	N.Y.	House Representative	Democrat	inactive 
RepKManning	Kathy		Manning	N.C.	House Representative	Democrat	
USRepKCastor	Kathy		Castor	Fla.	House Representative	Democrat	
AdirondacKatie	Katie		Wilson	N.Y.	House Candidate	Democrat	inactive 
karringtonsc	Katie		Arrington	S.C.	House Candidate	Republican	inactive 
KatieBrittforAL	Katie		Britt	Ala.	Senate Candidate	Republican	
KatieHill4CA	Katie		Hill	Calif.	House Candidate	Democrat	inactive 
KatieMcGintyPA	Katie		McGinty	Pa.	Senate Candidate	Democrat	inactive 
katieporteroc	Katie		Porter	Calif.	House Candidate	Democrat	
KatieWitt	Katie		Witt	Utah	House Candidate	Republican	inactive 
RepKatieHill	Katie		Hill	Calif.	House Representative	Democrat	inactive 
RepKatiePorter	Katie		Porter	Calif.	House Representative	Democrat	
SecretaryHobbs	Katie		Hobbs	Ariz.	State Official	Other	inactive 
KatrinaPierson	Katrina		Pierson	Texas	House Candidate	Republican	inactive 
KatyforCongress	Katy		Geppert	Mo.	House Candidate	Democrat	inactive 
GrangerCampaign	Kay		Granger	Texas	House Candidate	Republican	
kaybaileyhutch	Kay	Bailey	Hutchison	Texas	Senator	Republican	inactive 
kayhagan	Kay		Hagan	N.C.	Senator	Democrat	inactive 
RepKayGranger	Kay		Granger	Texas	House Representative	Republican	
SenatorHagan	Kay		Hagan	N.C.	Senator	Democrat	inactive 
Keana4Congress	Keanakay		Scott	Calif.	House Candidate	Democrat	inactive 
Davenport4POTUS	Keith		Davenport	N.C.	Senate Candidate	Democrat	
EllisonCampaign	Keith		Ellison	Minn.	State Official	Democrat	inactive 
feit2022	Keith		Feit	Fla.	House Candidate	Republican	
GoFitzGo	Keith		Fitzgerald	Fla.	House Candidate	Democrat	inactive 
keithellison	Keith		Ellison	Minn.	House Representative	Democrat	inactive 
KeithIngramAR	Keith		Ingram	Ark.	Gubernatorial Candidate	Democrat	inactive 
KeithNeuendorff	Keith		Neuendorff	Texas	House Candidate	Republican	inactive 
KeithRothfus	Keith		Rothfus	Pa.	House Representative	Republican	inactive 
RothfusForPA	Keith		Rothfus	Pa.	House Candidate	Republican	inactive 
stjohnforhouse	Keith	St.	John	Mass.	House Candidate	Democrat	inactive 
KeliforCongress	Keli		Chevalier	Texas	House Candidate	Republican	inactive 
KellenTX22	Kellen		Sweny	Texas	House Candidate	Other	inactive 
kelliwardaz	Kelli		Ward	Ariz.	Senate Candidate	Republican	inactive 
Rhodes2Congress	Kellie		Rhodes	Colo.	House Candidate	Democrat	
Armstrong_ND	Kelly		Armstrong	N.D.	House Candidate	Republican	
Hoosiers4Kelly	Kelly		Mitchell	Ind.	House Candidate	Republican	inactive 
KellyAyotte	Kelly		Ayotte	N.H.	Senator	Republican	inactive 
KellyForAlaska	Kelly		Tshibaka	Alaska	Senate Candidate	Republican	
KellyMazeski	Kelly		Mazeski	Ill.	House Candidate	Democrat	inactive 
kelnoland2020	Kelly		Noland	Mich.	House Candidate	Democrat	inactive 
KLoeffler	Kelly		Loeffler	Ga.	Senate Candidate	Republican	
KultalaForKS	Kelly		Kultala	Kan.	House Candidate	Democrat	inactive 
RepArmstrongND	Kelly		Armstrong	N.D.	House Representative	Republican	
SenatorLoeffler	Kelly		Loeffler	Ga.	Senator	Republican	
Westlund4WI	Kelly		Westlund	Wis.	House Candidate	Democrat	inactive 
KellyannePolls	Kellyanne		Conway	D.C.	Administration Official	Republican	inactive 
kelvinking4ga	Kelvin		King	Ga.	Senate Candidate	Republican	
aguyfromindiana	Ken		Tucker	Ind.	House Candidate	Other	inactive 
BennettArizona	Ken		Bennett	Ariz.	Gubernatorial Candidate	Republican	inactive 
BuckForColorado	Ken		Buck	Colo.	House Candidate	Republican	
CuccinelliPress	Ken		Cuccinelli	Va.	Gubernatorial Candidate	Republican	inactive 
drwright4congr1	Ken		Wright	Calif.	House Candidate	Republican	inactive 
ElectKenRomley	Ken		Romley	N.C.	House Candidate	Democrat	inactive 
HomelandKen	Ken		Cuccinelli	D.C.	Administration Official	Republican	inactive 
Kansans4Selzer	Ken		Selzer	Kan.	Gubernatorial Candidate	Republican	inactive 
Ken4Colorado	Ken		Biles	Colo.	House Candidate	Other	inactive 
KenCalvert	Ken		Calvert	Calif.	House Representative	Republican	
KenCuccinelli	Ken		Cuccinelli	Va.	Gubernatorial Candidate	Republican	inactive 
kenforflorida	Ken		Russell	Fla.	Senate Candidate	Democrat	
KenGASOS	Ken		Brown	Ga.	House Candidate	Republican	inactive 
KReed4Congress	Ken		Reed	W.Va.	House Candidate	Republican	inactive 
KToltz	Ken		Toltz	Colo.	House Candidate	Democrat	inactive 
mapppotter	Ken		Mapp	Virgin Islands	Governor	Independent	inactive 
RepKenBuck	Ken		Buck	Colo.	House Representative	Republican	
Team_Harbaugh	Ken		Harbaugh	Ohio	House Candidate	Democrat	inactive 
TeamCalvert	Ken		Calvert	Calif.	House Candidate	Republican	
KCELECTIONSDEPT	Kendall	County	Elections	Texas	Local Agency	Other	inactive 
KendallQuallsMN	Kendall		Qualls	Minn.	House Candidate	Republican	inactive 
HornForCongress	Kendra		Horn	Okla.	House Candidate	Democrat	inactive 
RepKendraHorn	Kendra		Horn	Okla.	House Representative	Democrat	inactive 
teamkendrawv	Kendra		Fershee	W.Va.	House Candidate	Democrat	inactive 
25forcongress	Kenneth		Mejia	Calif.	House Candidate	Other	inactive 
KenFredetteME	Kenneth		Fredette	Maine	Gubernatorial Candidate	Republican	inactive 
KenJenks2020	Kenneth		Jenks	Calif.	House Candidate	Republican	inactive 
kennethfmorgan	Kenneth		Morgan	Ohio	House Candidate	Republican	inactive 
KennethFSheets	Kenneth		Sheets	Texas	House Candidate	Republican	inactive 
kenyoung2020	Kenneth		Young	Calif.	House Candidate	Other	inactive 
watchdogmaine	Kenneth		Capron	Maine	Gubernatorial Candidate	Other	inactive 
Wegner4Congress	Kenneth		Wegner	Nev.	House Candidate	Republican	inactive 
KennyHartpence	Kenny		Hartpence	Fla.	House Candidate	Republican	
kennylbelvin	Kenny		Belvin	N.Y.	House Candidate	Democrat	inactive 
MarchantforTX24	Kenny		Marchant	Texas	House Representative	Republican	inactive 
RepKenMarchant	Kenny		Marchant	Texas	House Representative	Republican	inactive 
KentAbernathyIN	Kent		Abernathy	Ind.	House Candidate	Republican	inactive 
whitefor13th	Kentiel		White	Mich.	House Candidate	Democrat	inactive 
KerryB4Congress	Kerry		Bentivolio	Mich.	House Representative	Republican	inactive 
KerryDonovanCO	Kerry		Donovan	Colo.	House Candidate	Democrat	
RepKerryB	Kerry		Bentivolio	Mich.	House Representative	Republican	inactive 
KeshaRogers2014	Kesha		Rogers	Texas	Senate Candidate	Democrat	inactive 
AbelForChange	Kevin		Abel	Ga.	House Candidate	Democrat	inactive 
BaconForOH	Kevin		Bacon	Ohio	House Candidate	Republican	inactive 
bradyfortexas	Kevin		Brady	Texas	House Representative	Republican	
Caldwell4MD6CD	Kevin		Caldwell	Md.	House Candidate	Republican	inactive 
drkrj	Kevin	R.	Johnson	Pa.	House Candidate	Democrat	inactive 
Gaither4IL	Kevin		Gaither	Ill.	House Candidate	Democrat	inactive 
GOPLeader	Kevin		McCarthy	Calif.	House Representative	Republican	
GovStitt	Kevin		Stitt	Okla.	Governor	Republican	
HaleGive	Kevin		Hale	Texas	House Candidate	Other	inactive 
Kahn4C	Kevin		Kahn	Ohio	House Candidate	Other	inactive 
kdeleon	Kevin	de	Leon	Calif.	Senate Candidate	Democrat	inactive 
KevCookingham	Kevin		Cookingham	Calif.	House Candidate	Republican	inactive 
kevincramer	Kevin		Cramer	N.D.	House Candidate	Republican	
KevinJonesForMD	Kevin		Jones	Md.	House Candidate	Democrat	inactive 
kevinkamenetz	Kevin		Kamenetz	Md.	Gubernatorial Candidate	Democrat	inactive 
KevinMNicholson	Kevin		Nicholson	Wis.	Senate Candidate	Republican	inactive 
kevinomccarthy	Kevin		McCarthy	Calif.	House Candidate	Republican	
KevinVanAusdal	Kevin	Van	Ausdal	Ga.	House Candidate	Democrat	inactive 
kevinwade2014	Kevin		Wade	Del.	Senate Candidate	Republican	inactive 
KevinYoder	Kevin		Yoder	Kan.	House Candidate	Republican	inactive 
KOCforSenate	Kevin		O&#39;Connor	Mass.	Senate Candidate	Republican	inactive 
krhern	Kevin		Hern	Okla.	House Candidate	Republican	inactive 
PoliticalKev90	Kevin		Parker	Fla.	House Candidate	Democrat	
Powers4Congress	Kevin		Powers	Mass.	House Candidate	Republican	inactive 
RepKevinBrady	Kevin		Brady	Texas	House Representative	Republican	
repkevinhern	Kevin		Hern	Okla.	House Representative	Republican	
RepKevinYoder	Kevin		Yoder	Kan.	House Representative	Republican	inactive 
RobertsForTexas	Kevin		Roberts	Texas	House Candidate	Republican	inactive 
SenKevinCramer	Kevin		Cramer	N.D.	House Representative	Republican	
steen4congress	Kevin		Steen	Wis.	House Candidate	Republican	inactive 
StrouseForPA	Kevin		Strouse	Pa.	House Candidate	Democrat	inactive 
Surdi4Congress	Kevin		Surdi	N.Y.	House Candidate	Republican	
KhaledYork	Khaled		Salem	N.Y.	Senate Candidate	Democrat	
KianiGardner	Kiani		Gardner	Ala.	House Candidate	Democrat	inactive 
Kilili4Congress	Kilili		Sablan	Northern Marina Islands	House Candidate	Other	
DrKimSchrier	Kim		Schrier	Wash.	House Candidate	Democrat	
IAGovernor	Kim		Reynolds	Iowa	Governor	Republican	
KimDaughertyVA	Kim		Daugherty	Va.	House Candidate	Democrat	inactive 
kimfcoleman	Kim		Coleman	Utah	House Candidate	Republican	inactive 
KimforSC	Kim		Nelson	S.C.	House Candidate	Democrat	inactive 
KimMangone	Kim		Mangone	Calif.	House Candidate	Democrat	inactive 
KimOlsonTx	Kim		Olson	Texas	House Candidate	Democrat	inactive 
KimReynoldsIA	Kim		Reynolds	Iowa	Gubernatorial Candidate	Republican	
KimVannCongress	Kim		Vann	Calif.	House Candidate	Republican	inactive 
KimWeaverIA	Kim		Weaver	Iowa	House Candidate	Democrat	inactive 
KimWilliamsCA16	Kim		Williams	Calif.	House Candidate	Democrat	inactive 
RepKimSchrier	Kim		Schrier	Wash.	House Representative	Democrat	
KimberlinBrown	Kimberlin	Brown	Pelzer	Calif.	House Candidate	Republican	inactive 
ClarkReuter	Kimberly		Reuter	Ga.	House Candidate	Democrat	
electbizon2020	Kimberly		Bizon	Mich.	House Candidate	Democrat	inactive 
kim4congress1	Kimberly	Hill	Knott	Mich.	House Candidate	Democrat	inactive 
kim4va	Kimberly		Lowe	Va.	House Candidate	Republican	
KimberlyforIowa	Kimberly		Graham	Iowa	Senate Candidate	Democrat	inactive 
KimberlyYeeAZ	Kimberly		Yee	Ariz.	Gubernatorial Candidate	Republican	
kimKBaltimore	Kimberly		Klacik	Md.	House Candidate	Republican	inactive 
kw4congress	Kimberly		Walker	Fla.	House Candidate	Democrat	inactive 
KimreyforNC	Kimrey		Rhinehardt	N.C.	Senate Candidate	Other	
KinaCollins__	Kina		Collins	Ill.	House Candidate	Democrat	inactive 
Kiran4Congress	Kiran		Sreepada	Tenn.	House Candidate	Democrat	inactive 
BirgansKirby	Kirby		Birgans	Ill.	House Candidate	Democrat	
Kirk4Congress	Kirk		Osborn	Texas	House Candidate	Republican	inactive 
kirkjorgensen52	Kirk		Jorgensen	Calif.	House Candidate	Republican	inactive 
KirkPenner	Kirk		Penner	Neb.	House Candidate	Republican	inactive 
Troen4Congress	Kirk		Troen	Fla.	House Candidate	Republican	inactive 
gillibrandny	Kirsten		Gillibrand	N.Y.	Senator	Democrat	
SenGillibrand	Kirsten		Gillibrand	N.Y.	Presidential Candidate	Democrat	
KlintKesto	Klint		Kesto	Mich.	House Candidate	Republican	inactive 
KnuteBuehler	Knute		Buehler	Ore.	Governor	Republican	inactive 
kojoforcongress	Kojo		Asamoa-Caesar	Okla.	House Candidate	Democrat	inactive 
KressFCambers	Kress		Cambers	Mo.	House Candidate	Republican	inactive 
KrisKobach1787	Kris		Kobach	Kan.	Senate Candidate	Republican	inactive 
KrishForMD	Krish		Vignarajah	Md.	Gubernatorial Candidate	Democrat	inactive 
KrishnaBansalUS	Krishna		Bansal	Ill.	House Candidate	Republican	inactive 
EngelForArizona	Kristen		Engel	Ariz.	House Candidate	Democrat	
KristenForFL	Kristen		Carlson	Fla.	House Candidate	Democrat	inactive 
govkristinoem	Kristi		Noem	S.D.	Governor	Republican	
Kristi414US	Kristi		Nichols	Mo.	Senate Candidate	Republican	inactive 
KristiNoem	Kristi		Noem	S.D.	Gubernatorial Candidate	Republican	
bondscongress	Kristine		Bonds	Mich.	House Candidate	Republican	inactive 
votekristine	Kristine		Schanbacher	Ill.	House Candidate	Democrat	inactive 
kristy4congress	Kristy		Gnibus	Pa.	House Candidate	Democrat	inactive 
KristyThripp	Kristy		Thripp	Fla.	House Candidate	Democrat	inactive 
kmforsenate	Krystle		Matthews	S.C.	Senate Candidate	Democrat	
Elsasser4congr1	Kurt		Elsasser	Md.	House Candidate	Republican	inactive 
KurtBills	Kurt		Bills	Minn.	Senate Candidate	Republican	inactive 
KurtZellersMN	Kurt		Zellers	Minn.	Gubernatorial Candidate	Republican	inactive 
RepSchrader	Kurt		Schrader	Ore.	House Representative	Democrat	
VoteSchrader	Kurt		Schrader	Ore.	House Candidate	Democrat	
KwCongressional	KW		Miller	Fla.	House Candidate	Republican	inactive 
kwanzahall	Kwanza		Hall	Ga.	House Representative	Democrat	inactive 
Mfume4Congress	Kweisi		Mfume	Md.	House Candidate	Democrat	
RepKweisiMfume	Kweisi		Mfume	Md.	House Candidate	Democrat	
drkyle4congress	Kyle		Horton	N.C.	House Candidate	Democrat	inactive 
Faust4US	Kyle		Faust	Colo.	House Candidate	Democrat	
karoberts3va	Kyle		Roberts	Va.	House Candidate	Other	inactive 
KyleforCongress	Kyle		Moore	Ind.	House Candidate	Democrat	inactive 
KyleJTisdel	Kyle		Tisdel	N.M.	House Candidate	Democrat	inactive 
KyleNortonPA	Kyle		Norton	Pa.	Senate Candidate	Democrat	
kyrstensinema	Kyrsten		Sinema	Ariz.	Senate Candidate	Democrat	
SenatorSinema	Kyrsten		Sinema	Ariz.	House Representative	Democrat	inactive 
LacyClayMO1	Lacy		Clay	Mo.	House Representative	Democrat	inactive 
LacyJohnsonMN	Lacy		Johnson	Minn.	House Candidate	Republican	inactive 
votelacy	Lacy		Watson	W.Va.	House Candidate	Democrat	inactive 
